"sbj_ID","Age","Gender","Education","L1","L2","L3","L4","otherLs","task","AoAL1","AoAL2","AoAL3","AoAL4","AttentionL1","AttentionL2","AttentionL3","AttentionL4","HistoryL1Score","HistoryL2Score","HistoryL3Score","HistoryL4Score","UseL1Score","UseL2Score","UseL3Score","UseL4Score","ProficiencyL1Score","ProficiencyL2Score","ProficiencyL3Score","ProficiencyL4Score","AttitudeL1Score","AttitudeL2Score","AttitudeL3Score","AttitudeL4Score","L1Score","L2Score","L3Score","L4Score","AoEaseL1","AoEaseL2","yearsEduL1","yearsEduL2","yearsCountryL1","yearsCountryL2","yearsFamilyL1","yearsFamilyL2","yearsWorkL1","yearsWorkL2","PercFriendsL1","PercFriendsL2","PercFamilyL1","PercFamilyL2","PercWorkL1","PercWorkL2","PercSelfL1","PercSelfL2","PercCountL1","PercCountL2","ProfSpeakL1","ProfSpeakL2","ProfUnderstandL1","ProfUnderstandL2","ProfReadL1","ProfReadL2","ProfWriteL1","ProfWriteL2","AttSelfL1","AttSelfL2","AttCultureL1","AttCultureL2","AttNativeLevelL1","AttNativeLevelL2","AttMothertongueL1","AttMothertongueL2","AoEaseL3","AoEaseL4","yearsEduL3","yearsEduL4","yearsCountryL3","yearsCountryL4","yearsFamilyL3","yearsFamilyL4","yearsWorkL3","yearsWorkL4","PercFriendsL3","PercFriendsL4","PercFamilyL3","PercFamilyL4","PercWorkL3","PercWorkL4","PercSelfL3","PercSelfL4","PercCountL3","PercCountL4","ProfSpeakL3","ProfSpeakL4","ProfUnderstandL3","ProfUnderstandL4","ProfReadL3","ProfReadL4","ProfWriteL3","ProfWriteL4","AttSelfL3","AttSelfL4","AttCultureL3","AttCultureL4","AttNativeLevelL3","AttNativeLevelL4","AttMothertongueL3","AttMothertongueL4","RC1_L3","RC9_L4","RC2_use_L1vsL2","RC8_hist_L2","RC3_prof_L2","var","ent","use_ent","multiexp","L1_L2_diff","cossim","use_cossim","category","script"
"61520b079436973e05f72d33",23,"Man","MinusCollege","Italian","English","Sicilian","n/a","n/a","BLP",20,14,20,NA,"true","true","true","",45.4,17.706,36.32,0,41.42,7.63,11.99,0,52.21,52.21,20.43,0,40.86,31.78,40.86,0,179.89,109.326,109.6,0,20,6,20,19,20,0,20,0,0,0,8,1,8,0,8,2,5,3,9,1,6,5,6,6,6,6,5,6,6,5,6,3,6,6,0,0,20,NA,0,NA,20,NA,20,NA,0,NA,1,NA,2,NA,0,NA,2,NA,0,NA,3,NA,2,NA,3,NA,1,NA,6,NA,6,NA,6,NA,0,NA,0.848821854876153,-1.03895984164569,-0.452495737445105,-0.823007730265613,1.25644950800447,5520.39863733333,1.54201733752523,1.21581067615993,398.816,70.564,0.970202352999247,0.804777145310557,"tri","same"
"61548fa2b637194e04c9bc09",24,"Man","Masters","Portuguese","English","French","Spanish","no","BLP",20,16,19,12,"true","true","true","true",54.48,26.786,24.062,9.08,42.51,10.9,0,0,54.48,54.48,31.78,24.97,54.48,43.13,29.51,15.89,205.95,135.296,85.352,49.94,20,10,20,6,20,4,20,20,20,3,9,1,8,1,5,5,8,2,9,1,6,6,6,6,6,6,6,6,6,4,6,4,6,5,6,6,14,8,0,0,0,0,20,0,0,0,NA,NA,1,NA,NA,NA,0,0,0,0,4,3,5,4,3,2,2,2,1,1,3,3,3,2,6,1,-0.808624804714522,1.21183134662308,-0.183469563659987,0.21825638288441,0.784523188034933,4575.753753,1.82421839870692,0.730016630145794,476.538,70.6540000000001,0.944466527635464,0.860576682823999,"quadri","same"
"6155e204cc071b306458dfff",24,"Man","College","Polish","English","n/a","n/a","No.","BLP",20,14,NA,NA,"true","true","","",49.486,17.706,0,0,40.33,14.17,0,0,54.48,49.94,0,0,47.67,54.48,0,0,191.966,136.296,0,0,14,10,15,14,20,0,20,0,20,1,7,3,9,1,8,2,6,4,7,3,6,5,6,5,6,6,6,6,5,6,5,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12618689134287,-0.262235912165566,0.208105912036176,-0.533461809462502,0.200235083999584,9496.186537,0.979152845943511,0.826746372492618,328.262,55.67,0.985922533520402,0.901523057468274,"bi","same"
"6156a440279fdf408ee663ae",25,"Man","HighSchool","Italian","n/a","n/a","n/a","no","BLP",20,NA,NA,NA,"true","","","",44.492,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,207.952,0,0,0,20,NA,13,NA,20,NA,20,NA,5,NA,10,NA,10,NA,10,NA,10,NA,10,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.654478421702946,0.0722512896508707,-0.264642519347885,-0.945887390196477,-4.02905412201652,10811.008576,0,0,207.952,207.952,1,1,"mono","same"
"6156b68cc77b48d6693b361c",21,"Man","HighSchool","Romanian","English","German","Italian","n/a","BLP",20,13,2,10,"true","true","true","true",40.86,14.982,4.54,4.54,30.52,19.62,15.26,0,54.48,54.48,34.05,6.81,54.48,38.59,31.78,13.62,180.34,127.672,85.63,24.97,20,8,12,8,19,2,19,0,0,2,7,2,10,0,0,9,5,4,6,3,6,6,6,6,6,6,6,6,6,5,6,3,6,6,6,3,0,0,4,0,2,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,4,1,4,1,4,1,3,0,2,0,4,0,5,3,3,3,1.63276611897813,-0.00664760991770019,1.21825005967355,-0.937119544115289,0.671690487836731,4323.217116,1.75681344296019,1.52409798306884,418.612,52.668,0.959060486733189,0.959294219086619,"quadri","same"
"615b1ab789b14c9996251fb4",25,"Woman","College","Venda","English","Tswana","Sotho","Zulu","BLP",20,16,12,12,"true","true","true","true",43.584,43.584,29.51,29.51,14.17,31.61,10.9,0,54.48,54.48,45.4,40.86,52.21,36.32,34.05,34.05,164.444,165.994,119.86,104.42,20,20,11,15,20,20,20,20,5,5,3,4,5,4,1,7,4,4,0,10,6,6,6,6,6,6,6,6,5,4,6,4,6,4,6,4,10,10,0,0,20,20,18,18,5,5,2,1,1,NA,1,1,2,0,0,0,6,6,6,6,4,3,4,3,4,4,4,4,3,3,4,4,0.699070210902918,1.98289523209519,2.43193513689506,0.890304147469038,0.238708692455174,979.259430333334,1.97202523127943,1.42723883076787,554.718,1.54999999999998,0.981435715250345,0.901117091177396,"quadri","same"
"615da9ee365ab7d547b98979",24,"Man","PlusCollege","English","Sepedi","n/a","n/a","n/a","BLP",20,20,NA,NA,"true","true","","",53.118,41.768,0,0,39.24,11.99,0,0,54.48,54.48,0,0,27.24,54.48,0,0,174.078,162.718,0,0,20,20,17,12,20,20,20,20,20,0,3,7,8,2,7,0,8,2,10,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.960275209891334,-0.319422400603235,-0.463782710460686,1.92205413650231,0.743919752275673,9474.137068,0.999179176589311,0.784992088764158,336.796,11.36,0.99943164139196,0.88287238919928,"bi","same"
"615f371e6688c87e53e7acf5",24,"Man","College","English","Setswana","n/a","n/a","NO ","BLP",14,19,NA,NA,"true","true","","",37.682,37.682,0,0,33.79,20.71,0,0,54.48,34.05,0,0,29.51,45.4,0,0,155.462,137.842,0,0,13,20,14,7,20,15,20,20,2,2,5,5,3,7,8,2,5,5,10,0,6,3,6,6,6,3,6,3,6,2,2,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.645750555688247,-0.345093957900042,0.598587472637122,1.41571223703887,-1.48509576458723,7220.68043466667,0.997395154913363,0.9580420222263,293.304,17.62,0.998200415333415,0.972387301980517,"bi","same"
"61616ce2bb94584e11c911af",22,"Woman","Masters","Portuguese","English","Spanish","n/a","No","BLP",20,13,8,NA,"true","true","true","",47.67,12.712,6.356,0,47.96,5.45,11.99,0,54.48,52.21,38.59,0,54.48,49.94,34.05,0,204.59,120.312,90.986,0,20,5,20,9,20,0,20,0,5,1,7,2,10,0,9,1,9,1,9,1,6,5,6,6,6,6,6,6,6,6,6,4,6,6,6,6,5,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,4,NA,5,NA,5,NA,3,NA,4,NA,4,NA,4,NA,3,NA,1.44564899044121,-0.922247303657401,-0.648080748466268,-0.628159053108431,0.460986987892226,7123.26350133334,1.50079458680642,1.07558427061705,415.888,84.278,0.9446354052738,0.759189618001123,"tri","same"
"6163faf9d9ac4586fe776568",22,"Man","HighSchool","Bengali","English","Hungarian","n/a","No","BLP",20,16,0,NA,"true","true","true","",41.768,25.878,1.362,0,26.16,27.25,8.72,0,52.21,54.48,0,0,54.48,54.48,2.27,0,174.618,162.088,12.352,0,20,14,10,20,20,0,20,4,2,3,6,4,7,3,0,9,6,4,5,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,0,NA,1,NA,2,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,-0.039384140075404,-0.560138644012702,1.60668714553744,-0.204219681613328,0.308587991073473,8818.72191033333,1.18437430151122,1.44454782536341,349.058,12.53,0.999308297015839,0.925271031759581,"tri","mixed/diff"
"616494f1ae4537c01914c758",24,"Woman","College","Portuguese","English","Spanish","n/a","No","BLP",20,12,4,NA,"true","true","true","",47.216,19.976,4.994,0,50.14,0,10.9,0,54.48,52.21,38.59,0,43.13,29.51,18.16,0,194.966,101.696,72.644,0,20,11,17,14,20,0,20,0,7,7,9,1,10,NA,8,2,9,1,10,0,6,5,6,6,6,6,6,6,6,6,6,3,6,3,1,1,4,NA,2,NA,0,NA,0,NA,1,NA,0,0,NA,NA,0,0,0,0,0,0,3,NA,6,NA,5,NA,3,NA,4,NA,2,NA,1,NA,1,NA,1.30052038186339,-0.805047257251278,-1.26517606437307,0.365497788946739,1.2000893413036,6511.412633,1.46032299388264,0.676941869780886,369.306,93.27,0.920699520735677,0.841178475376554,"tri","same"
"616631efeeac0979c1ba85a9",25,"Woman","College","Portuguese","English","n/a","n/a","no","BLP",20,15,NA,NA,"true","true","","",42.676,15.436,0,0,49.05,5.45,0,0,54.48,49.94,0,0,54.48,34.05,0,0,200.686,104.876,0,0,20,8,12,11,20,0,20,0,2,0,10,0,10,0,9,1,6,4,10,0,6,5,6,6,6,6,6,5,6,5,6,0,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.10744276896729,-0.202333402499777,-0.785496265945331,-0.31431078271999,0.987305982761584,9310.60400366667,0.927869840297872,0.468995593589281,305.562,95.81,0.954193379409242,0.78086880944303,"bi","same"
"616891e25a026e1f7262116c",22,"Woman","Masters","Spanish","English","Portuguese","Turkish","French","BLP",20,10,10,16,"true","true","true","true",54.48,27.24,13.62,15.89,33.79,13.08,13.08,3.27,54.48,47.67,18.16,6.81,54.48,54.48,20.43,4.54,197.23,142.47,65.29,30.51,20,17,20,12,20,0,20,1,20,20,6,2,8,2,5,4,6,2,6,2,6,4,6,6,6,6,6,5,6,6,6,6,6,6,6,6,17,19,0,0,2,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,2,1,3,1,2,1,1,0,2,1,6,0,1,1,0,0,0.747719155081124,-0.78547983858534,0.529301792734795,0.169033663437529,-0.482729388548168,5658.65183333334,1.72404007501546,1.64463490648164,435.5,54.76,0.928181906427417,0.817631617930171,"quadri","same"
"616eb493bb7e4ab4fa1de8d4",25,"Woman","Masters","Polish","English","Russian","n/a","NO","BLP",20,15,1,NA,"true","true","true","",43.13,19.068,3.178,0,39.24,13.08,13.08,0,54.48,47.67,47.67,0,54.48,38.59,31.78,0,191.33,118.408,95.708,0,20,8,15,19,20,0,20,0,0,0,8,2,10,0,4,6,6,3,8,1,6,5,6,6,6,6,6,4,6,5,6,6,6,3,6,3,1,NA,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,NA,5,NA,5,NA,6,NA,5,NA,5,NA,2,NA,2,NA,5,NA,1.9664676743418,-1.0289008730285,0.389393462945646,-0.0687725580629209,-0.0543146753861077,6230.34329966667,1.52153066277339,1.37095059445467,405.446,72.922,0.957341025919236,0.870388279778489,"tri","mixed/diff"
"6170821d1e8ffb9c893b28a4",23,"Woman","HighSchool","Sepedi ","English","Xitsonga","Zulu ","No","BLP",20,20,20,18,"true","true","true","true",51.302,49.94,36.32,31.326,18.53,26.16,7.63,1.09,54.48,54.48,2.27,9.08,54.48,54.48,27.24,6.81,178.792,185.06,73.46,48.306,20,10,13,20,20,20,20,20,20,20,4,4,6,3,3,3,4,4,0,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,20,20,20,11,20,20,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,6,1,6,2,-0.476807068876499,-0.878350564980082,1.78164222908564,1.36896966400618,0.150519484339911,4995.80453966667,1.80452101572059,1.5498638691567,485.618,6.268,0.943503383859263,0.809945016011426,"quadri","same"
"6171349b89a54d4823f9eca1",22,"Woman","College","Zulu","English","n/a","n/a","Afrikaans","BLP",20,16,NA,NA,"true","true","","",42.676,52.664,0,0,17.44,37.06,0,0,29.51,54.48,0,0,45.4,40.86,0,0,135.026,185.064,0,0,20,20,10,20,20,20,20,20,4,20,4,6,6,4,1,9,5,5,0,10,4,6,5,6,4,6,0,6,4,4,4,4,6,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82923163072669,-0.0927564683837469,1.29731745896212,1.81712895472921,0.780870004185137,8955.434249,0.982299606837094,0.904381457724494,320.09,50.038,0.988000761519618,0.940887411868727,"bi","same"
"617142c2a843eef6f8f148b6",21,"Woman","College","IsiZulu","English","n/a","n/a","No","BLP",20,14,NA,NA,"true","true","","",47.216,40.86,0,0,23.98,30.52,0,0,54.48,54.48,0,0,47.67,31.78,0,0,173.346,157.64,0,0,20,12,20,20,20,20,20,20,4,4,5,5,6,4,4,6,5,5,2,8,6,6,6,6,6,6,6,6,4,4,5,1,6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.949926257898897,-0.396513202134656,2.06983629470357,1.43602759896972,0.78684194450536,9170.424089,0.998375126405863,0.989587521222056,330.986,15.706,0.998876044104965,0.992876838486922,"bi","same"
"6171d922c871ba795b6a4827",23,"Man","College","English","Setswana","n/a","n/a","Yes","BLP",17,20,NA,NA,"true","true","","",43.13,41.314,0,0,49.05,39.24,0,0,54.48,54.48,0,0,36.32,54.48,0,0,182.98,189.514,0,0,16,20,12,5,20,20,20,20,10,6,9,8,7,10,10,6,9,7,10,5,6,6,6,6,6,6,6,6,6,6,0,6,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.890347069976373,-0.399738159837462,0.881411894137879,1.44961702655849,0.518750871494798,11569.7638623333,0.999778033970223,0.991076059838222,372.494,6.53399999999999,0.999846188257267,0.993883734673619,"bi","same"
"6172078b966225960be2a7b5",24,"Woman","Masters","Spanish","English","n/a","n/a","no","BLP",19,14,NA,NA,"true","true","","",41.768,18.16,0,0,38.15,16.35,0,0,54.48,34.05,0,0,54.48,36.32,0,0,188.878,104.88,0,0,10,7,20,15,20,1,20,1,3,2,9,1,10,0,6,4,5,5,5,5,6,3,6,5,6,4,6,3,6,4,6,5,6,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.917127840840174,-0.210449793593318,0.76480170107473,-0.265556254525101,-1.30971012785722,8367.090881,0.94018900634137,0.881290899230693,293.758,83.998,0.961465876986439,0.928476690885259,"bi","same"
"617679054948369cb824d837",21,"Man","HighSchool","English","n/a","n/a","n/a","n/a","BLP",14,NA,NA,NA,"true","","","",38.136,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,201.596,0,0,0,14,NA,12,NA,20,NA,20,NA,4,NA,10,NA,10,NA,10,NA,10,NA,10,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.608553951824882,0.0417190517608122,-0.398135517053673,-0.990691057553149,-3.93979038341819,10160.236804,0,0,201.596,201.596,1,1,"mono","same"
"63ee5d8aaee278de46b7d4cc",23,"Man","Masters","Dutch","English","Chinese","Japanese","German/Korean","BLP",20,14,20,0,"true","true","true","true",49.032,24.97,24.062,0,4.36,27.25,13.08,4.36,54.48,54.48,15.89,11.35,34.05,52.21,45.4,43.13,141.922,158.91,98.432,58.84,20,8,18,13,20,20,20,0,10,0,1,9,2,1,0,10,0,3,1,2,6,6,6,6,6,6,6,6,2,5,1,6,6,6,6,6,0,0,3,0,0,0,20,0,10,0,0,0,7,0,0,0,5,2,5,2,3,1,3,2,1,2,0,0,4,3,4,4,6,6,6,6,0.560736552341067,1.9277570517449,2.70878789973605,-0.986861476608503,0.0880226416173651,2026.80923466667,1.9105757623784,1.60038743515141,458.104,16.988,0.946647449469808,0.79499841000477,"quadri","mixed/diff"
"6455490f7c5f35e4221a810a",25,"Man","MinusCollege","Spanish","English","n/a","n/a","no","BLP",18,2,NA,NA,"true","true","","",45.854,1.362,0,0,53.41,1.09,0,0,54.48,36.32,0,0,40.86,15.89,0,0,194.604,54.662,0,0,20,0,20,1,20,0,20,0,3,0,10,0,10,0,9,1,10,0,10,0,6,3,6,5,6,4,6,4,6,2,6,0,6,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.933924851882271,-0.162657494224869,-0.885006685964887,-1.45260547105301,0.139979385585084,8441.755457,0.758872315447977,0.141440542541821,249.266,139.942,0.871979017396636,0.721387321030952,"bi","same"
"64764d56699f097a96ec6e5c",19,"Woman","HighSchool","Polish","English","French","n/a","no","BLP",20,13,5,NA,"true","true","true","",51.302,15.436,4.086,0,47.96,5.45,11.99,0,54.48,47.67,4.54,0,54.48,43.13,4.54,0,208.222,111.686,25.156,0,20,5,16,16,19,0,19,0,19,0,10,0,10,0,9,1,8,2,7,2,6,5,6,5,6,6,6,5,6,5,6,5,6,6,6,3,0,NA,4,NA,0,NA,0,NA,0,NA,0,0,0,0,0,NA,0,NA,1,NA,0,NA,1,NA,1,NA,0,NA,0,NA,1,NA,1,NA,0,NA,0.358099635400731,-0.479452087634938,-0.562943433444949,-0.246933528691553,0.165264204073425,8898.56573066667,1.24190333829215,1.07558427061705,345.064,96.536,0.957360823401629,0.759189618001123,"tri","same"
"64973d83e4fc64d6ae59c370",22,"Woman","College","Portuguese","English","Spanish","French","No","BLP",20,14,20,8,"true","true","true","true",50.848,20.884,27.24,16.798,32.7,18.53,9.81,0,54.48,54.48,43.13,20.43,54.48,40.86,36.32,34.05,192.508,134.754,116.5,71.278,20,10,12,12,20,0,20,0,20,10,6,4,7,2,5,5,5,4,7,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,20,6,0,3,0,0,20,20,0,0,0,0,1,0,0,0,1,0,1,0,4,3,6,3,6,2,3,1,4,3,6,6,6,6,0,0,0.536258883330232,1.6528509430381,0.949793227778454,-0.742577071692253,0.574542260046035,2518.074488,1.91667273361837,1.42837436522739,515.04,57.754,0.947490009394205,0.907246996611668,"quadri","same"
"64a288758b7c82ff2d18da75",25,"Man","Masters","French","English","n/a","n/a","No","BLP",20,12,NA,NA,"true","true","","",54.48,14.982,0,0,46.87,7.63,0,0,52.21,40.86,0,0,54.48,38.59,0,0,208.04,102.062,0,0,20,2,20,15,20,2,20,0,20,2,9,1,10,0,5,5,10,0,9,1,6,4,6,5,6,5,5,4,6,4,6,3,6,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11398174387164,-0.0846032139441585,-0.278030192207287,-0.335822790822421,-0.431246686699583,9885.49361433334,0.914028827897972,0.584238811642856,310.102,105.978,0.946266295192457,0.811534341451494,"bi","same"
"64ef422a4789bd6b6b9042ce",21,"Woman","HighSchool","Greek","English","Italian","French","no","BLP",20,12,0,7,"true","true","true","true",54.48,14.528,1.816,6.356,47.96,4.36,13.08,0,54.48,47.67,31.78,2.27,54.48,31.78,43.13,18.16,211.4,98.338,89.806,26.786,20,7,20,10,20,1,20,1,20,1,8,1,10,0,9,1,8,1,9,1,6,5,6,6,6,6,6,4,6,4,6,2,6,6,6,2,0,5,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,4,0,4,1,3,0,3,0,5,3,6,3,5,2,1.40792404652017,0.296217478876852,-0.433835616079784,-0.140337493954799,0.231942675604878,5901.20415033334,1.71411005694005,1.05298157513027,426.33,113.062,0.92325821409912,0.756649908457977,"quadri","mixed/diff"
"65032a60861e9a17bc1a7444",22,"Woman","PlusCollege","English","Zulu","n/a","n/a","no","BLP",20,13,NA,NA,"true","true","","",41.768,28.148,0,0,38.15,16.35,0,0,49.94,22.7,0,0,47.67,36.32,0,0,177.528,103.518,0,0,12,8,18,6,20,20,20,10,2,5,7,3,5,5,5,5,9,1,9,1,5,3,5,3,6,2,6,2,6,4,6,5,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.720806785579404,-0.103808090421117,0.463531476403547,0.798917001718957,-2.65029021710591,7495.151193,0.949382091378211,0.881290899230693,281.046,74.01,0.967031736061034,0.928476690885259,"bi","same"
"65089e7ce53888b0b3840c62",18,"Man","College","Hungarian","English","n/a","n/a","no","BLP",20,8,NA,NA,"true","true","","",48.578,9.534,0,0,46.87,7.63,0,0,47.67,31.78,0,0,54.48,34.05,0,0,197.598,82.994,0,0,20,4,13,8,18,0,18,0,18,1,8,2,9,1,8,2,9,1,9,1,6,3,6,4,6,4,3,3,6,3,6,3,6,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.993267458330916,-0.00803835172772394,-0.386019284651883,-0.924865892314222,-1.22361561364277,8750.002008,0.876073288381287,0.584238811642856,280.592,114.604,0.925759134224546,0.811534341451494,"bi","same"
"650aee87054446f772acdfcc",24,"Man","College","Italian","English","n/a","n/a","No","BLP",20,15,NA,NA,"true","true","","",52.21,14.982,0,0,49.05,5.45,0,0,54.48,38.59,0,0,54.48,18.16,0,0,210.22,77.182,0,0,20,2,15,13,20,0,20,0,20,3,9,1,10,0,8,2,9,1,9,1,6,4,6,5,6,4,6,4,6,3,6,0,6,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03334073348408,-0.102678081638081,-0.291031802238549,-0.0549854257750415,-0.122852452871694,9833.17737433334,0.839377244270813,0.468995593589281,287.402,133.038,0.90748915411914,0.78086880944303,"bi","same"
